Pantun,Pemantun,Himpunan,Tema,Jenis,Markah
"Bocor atap baiki atap,
bukan ember ditambah-tambah,
Covid rentap kitapun rentap,
sekat sumber bercambah-cambah.",CG Karmin Abbas,Himpunan Pantun CG Karmin,Covid,Panduan,25
"Berkerpuk-kerpuk jatuh terhempas,
jadi aduan orang ke pekan;
Bergaul kapuk bersama kapas,
alahai tuan cuba bezakan.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Perbezaan,Teka-Teki,25
"Di fajar sadik berkokok lunak,
panjang alunan bunyi kokokan;
Beza yang didik dengan yang ternak,
alahai Tuan mohon asingkan.",CG Karmin Abbas,,Pengetahuan,Kuiz,25
"Elok tadi kita mengalah,

Tiada daya jadi resah,

Memilih jadi penganggur salah

Menjadi kaya sangatlah susah",Juliano A Mansiz,"Program Balai Pantun & Klinik Pantun, Mac 2021",Perasaan,Bingung,25
"Ada hasil entah kemana

Ada proses dibalik tangga

Belum berhasil pasti dihina

Sudah sukses omongan tetangga",Juliano A Mansiz,"Program Balai Pantun & Klinik Pantun, Mac 2021",Pernyataan,Pernyataan,25
"Tumbuh padi tiada mudah,

Rumput mati tiada kira,

Hari tadi biarlah sudah.

Esok pasti lebih gembira.",Juliano A Mansiz,"Program Balai Pantun & Klinik Pantun, Mac 2021",Nasehat,Nasehat,25
"Rumput basah tiada rana

Mawar kasih merah merona

Sungguh gelisah hati merana

Melihat kasih tak tahu kemana",Juliano A Mansiz,"Program Balai Pantun & Klinik Pantun, Mac 2021",Percintaan,Galau,24
"Daun dadap di atas dulang,
anak ketam mati dituba;
Dalam kitab ada dibilang,
benda haram jangan dicuba.

",Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Meningalkan yang haram,Pantun Naehat,23
"Ramai amat mencari kerang,
pinggir kota Telok Baiduri;
Rasa hormat tidak berkurang,
jika kita merendah diri.",CG Karmin Abbas,Himpunan Panntun CG Karmin,Hormat,Nasihat,25
"Rebung serumpun banyak selumbar,
di hutan banat orang memukat;
kuatkan tekun banyakkan sabar,
penghilang penat, pembawa dekat.",CG Karmin Abbas,Himpunan Pantun CG Karmin,Sabar,Motivasi,25
"Estet Tampines bangunan rendah,
ruang angkasa pesawat terbang;
Tersenyum manis membaca madah,
dapat dirasa jiwanya abang.",CG Karmin Abbas,Himpunan Pantun CG Karmin,Perasaan,Romantis,25
"Bacakan buku jangan abaikan,
Itulah orang peduli kawan;
Jadikan daku suka kebaikan,
wahai Tuhan Yang Maha Dermawan.",Agusnadi Talah,Penggemar Pantun,"Doa, Ramadhan",Agama,24
"Mengkuang pandan tangkainya layu,
rumpun nan muda berkanji-kanji;
Belum sepadan rumah Melayu,
jika tiada bertudung saji.",CG Karmin Abbas,Penggemar Pantun,Anyaman,Budaya,25
"Waktu malam selimut embun,
siang pula bergebah awan;
Waktu silam rajin berkebun,
ramah bila jadi jutawan.",CG Karmin Abbas,Penggemar Pantun,Rajin,Nasihat,25
"Warna biru berbaju kurung,
tepi sumur buluh merumpun;
Lama baru elak bertarung,
Baru makmur dalam apapun.
",CG Karmin Abbas,Penggemar Pantun,Hidup makmur,Motivasi,25
"Pulau pandan jauh ke tengah
gunung daik bercabang tiga
hancur badan dikandung tanah
budi baik dikenang juga",Hamba Allah,Penggemar Pantun,Budi,Warisan,23
"Sambal kerang rasa penangan,
jemput mari layanlah diri;
Kata orang diendah jangan,
saban hari memakan diri.",aisyah,Penggemar Pantun,,nasihat,25
"Bawak perahu sikit mendeham,
Sikit mendeham terhenyak bahu;
Banyak tahu sedikit paham,
Sedikit paham banyak tahu.
",Agusnadi Talah,Penggemar Pantun,Nasihat,Pengetahuan,25
"Adik tersayang bermain gunting,
Yang diseludup dengan lenang;
Sayang menyayang amat penting,
Agar hidup sentiasa tenang",Aisyah Damia,Penggemar Pantun,Kasih sayang,Nasihat,23
"Terbang rendah si burung puyuh,
begitu liar hendak dijerat,
jangan susah jangan mengeluh,
tunggulah masa takkan terlewat.",Mya Arissa,Penggemar Pantun,,,17
"Lautan biru sejak azali,
Dari negeri Kedah raja berasal,
Kesihatan diri penting sekali,
Jika tak dijaga kelak menyesal.",Suraya Hani,Penggemar Pantun,Kesihatan,Nasihat,22
"Budak bengis selalu nakal,
ibu bimbang berkecil hati;
Adik menangis jatuh basikal,
kasih abang tolong mengubati.",Fitrina Nur Aina,Penggemar Pantun,Kasih sayang,Adik-beradik,25
"Sireh junjung pembuka bicara, 
Adat lama warisan budaya;
Ilmu dituntut adab dipelihara, 
Pedoman amalan hidup berjaya.",Nurina Tasnim Izzati Binti Ahmad Rosdi,Penggemar Pantun,Pantun Nasihat,Nasihat menuntut ilmu,22
"Tempayan di luar sudah pun sarat,
Sudahpun aku lap dengan tisuku,
Wanita diajar menutup aurat, 
Ajarlah lelaki mengawal nafsu",Ilya Dalilah,Penggemar Pantun,Maruah Wanita,Marah,21
"Hidup subur si pohon cemara,
Mengundang unggas datang bertandang,
Pelihara alam sekitar tercinta,
Untuk generasi masa akan datang.",ALEEYA NUR YASMIN BINTI SHAH RIZAN,Penggemar Pantun,ALAM SEKITAR,Pantun Kelok,19
"Tunda lapar,
makan indomi;
hati menggelepar,
cintapun bersemi.",Fitrina Nur Aina,Penggemar Pantun,Jenaka,Cinta,14
"Orang sabahan pandai bersuji,
adik bergembira hilang derita;
Jaga kebersihan sikap terpuji,
bumi terpelihara indah dimata.",Fitrina Nur Aina,Penggemar Pantun,Kebersihan,,23
"Sorong papan tarik papan
Buah keranji di atas peti
Suruh makan saya makan
Suruh mengaji saya tak mahu",,Penggemar Pantun,,,15
"Gulai tongkol bertumis cili,
lemak turi keledek manis;
Berulam jengkol enak sekali,
masuk pencuri tersenyum sinis.",CG Karmin Abbas,Himpunan Pantun CG Karmin,Gurau,Masakan,25
"Pampang pena hendak bergaya,
bergaya rapi merah rona;
Gampang terkena tak percaya,
percaya tapi payah kena.",Agusnadi Talah,Penggemar Pantun,Nasihat,Budaya,25
"Sawah Sagil tangkainya layu,
ubi muda berkanji-kanji;
Belum dipanggil rumah Melayu,
jika tiada tudungan saji.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,"Budaya, Warisan, Tudung Saji",Budaya,25
"Tinggi semampai si anak dara,
keras batu tak sekeras baja;
Sudah sampai pulau Sumatera,
tentu rindu tak menjadi raja.
",Budak UISU,Himpunan Pantun UISU,Rindu,Gurau,25
"Hela kereta atas bukit,
biru angkasa saat rehat;
Bila kita terkena sakit,
baru rasa manfaat sehat.",Agusnadi Talah,Penggemar Pantun,Sakit,Nasihat,25
"Jika kasau di bumbung tinggi,
pasak juga jadi pengerat;
Jika bangau terbang meninggi,
paya juga tempat mendarat.",Rendra,Penggemar Pantun,,,25
"Emas berpeti kerbau berkandang,
tampilah beras di bendang padi;
Tuan berbakti berbagai bidang,
itulah teras orang berbudi.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Berbakti,Budi,25
"Ketupat palas beranyam pundi, 
ketamlah renjong digulai lemak;
Jangan malas mengenang budi,
kita sanjong jasanya emak. ",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Jasa,Budi,25
"Indahnya Pulau Panjang Timur,
suri menganyam tudung saji;
Fikiran galau menjadi makmur,
enak mengenyam bangkit dan suji.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Wisata,Promosi,25
"Menuam bukan sebarang tuam,
arang dipahat tidak terkira;
Berdiam bukan sebarang diam,
lega melihat anak gembira.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Ayah,Kasih,25
"Dari Jakarta ke Tanjung Pinang,
pesawat terbang di atas angin;
Semua ingin pandemi hilang,
pakai masker dan juga suntiklah vaksin",Presiden Jokowi INA,Pantun Presiden Jokowi di Tanjung Pinang,Pandemi,Nasihat,18
"Di bawah perdu serumpun buluh,
melayah-layah terbawa angin;
Ibu dirindu sampai berkeluh,
merindu ayah sampai teringin.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Rindu,Nostalgia,25
"Berburu rusa di belantara,
guruh berdentum kala berjalan;
Tabur jasa demi negara,
nama harum sepanjang zaman.",,Penggemar Pantun,,,22
"Kalau ada sumur di ladang  
boleh kita tanam selasih;
Kalau ada umur yang panjang,
boleh kita menanam kasih",Dr. Umar Zein,Klinik Pantun Nusantara,Nasihat,Pergaulan,23
"Kalau laman berpagar jeruji,
benalu pohon tidak berdaya;
Kalau teman mengingkari janji,
seribu mohon tak dipercaya.
",Dr. Umar Zein,Klinik Pantun Nusantara,Nasihat,Pergaulan,25
"Batang amra dibuat titi,
Berhati-hati ketika menyeberang,
Kepada negara kita berbakti,
Nama yang baik dikenang orang.",Rafiq Danish,Penggemar Pantun,pariotik,,22
"Batang amra dibuat titi,
Berhati-hati apabila menyeberang;
Kepada negara kita berbakti,
Nama yang baik dikenang orang",,Penggemar Pantun,,,19
"Robinhood beraksi hanya mainan,
letak dilobi mantap bergerilya;
Brotherhood in Harmony digaungkan,
Semoga AABI tetaplah berjaya.",Agusnadi Talah,Penggemar Pantun,Agama,Silaturrahmi,22
"Gambar jadul mari diwarnai,
katak ampibi lompat kedarat;
Refleksi idul fitri dimaknai,
soliditas AABI kita pererat.",Agusnadi Talah,Penggemar Pantun,,,22
"Binjai disebutnya kota rambutan,
Bersemi membara di rumah bilal;
HariRaya disambut dengan spontan,
AABI nusantara halal bi halal.",Agusnadi Talah,Penggemar Pantun,Hari Raya,Silaturrahmi,24
"Petik bengkuwang dalam lobang,
tarik luar dengan kelewang;
SiAnak bawang Trio Bimbang
mulai keluar harum bawang.",Agusnadi Talah,Penggemar Pantun,Sukses,Usaha,25
"Petik periya satu-satu, 
lalu angkut hendak dijual;
Berjalan raya sudah tentu, 
kena ikut jarak sosial.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Covid 29,Peringatan,25
"Puncak Sinabung dilamun mega,
senandung seni suar mentari;
Kacak bergabung pantun meraga,
menyanjung seni mekar bestari.",Dr. Umar Zein,Klinik Pantun Nusantara,Budaya,Jaga Budaya,25
"Mengupas limau anak Berastagi,
atur menyigi isi para-para;
Lintas pulau ajak berbagi,
tutur seni  sastra gembira.",Dr. Umar Zein,Klinik Pantun Nusantara,Budaya,Jaga Budaya,25
"Tenun songket kain Batubara,
dedah berwarna cerah disusun;
Pantun sederet jalin saudara,
cerah merona indah tersusun",Dr. Umar Zein,Klinik Pantun Nusantara,Budaya,Jaga Budaya,25
"Langkah teratur lampin tari,
ronggeng Deli gembira rasa;
Kalaulah luhur pemimpin negeri,
takkan oleng jeli bahtera bangsa.
",Dr. Umar Zein,Klinik Pantun Nusantara,Budaya,Jaga Budaya,25
"Sultan Langkat berjuang Berjaya,
ornamen  Melayu kuning kundi;
Kenan pejabat julang budaya,
komitmen rahayu bening budi.",Dr. Umar Zein,Klinik Pantun Nusantara,Budaya,Jaga Budaya,25
"Seri lah lama Masjid Raya,
Medan masyhur beragam suku;
Marilah bersama menjilid budaya,
titisan leluhur resam perilaku",Dr. Umar Zein,Klinik Pantun Nusantara,Budaya,Jaga Budaya,25
"Tepi pantai cuaca redup,
getah para tidak berbisa;
Agar tercapai tujuan hidup,
kan sejahtera sepanjang masa. 
",Dr. Umar Zein,Klinik Pantun Nusantara,Nasihat,Tunjuk ajar,24
"Batu bata sebelah lengan,
tepi pantai cuaca redup
menggapai cita bergandeng tangan
Agar tercapai tujuan hidup 
",,,,,24
"Kalau ada sumur di ladang,
boleh kita tanam selasih;
Kalau ada umur yang panjang,
boleh kita menanam kasih",Dr. Umar Zein,Klinik Pantun Nusantara, Keluarga,Kasih sayang,23
"Sawah lukis ditengah sawah,
Tempat rekreasi renung diri;
Salah terkikis oleh dakwah,
berkat akurasi tuju fitri.
",Agusnadi Talah,Penggemar Pantun,Agama,"Ibadah, Nasihat",24
"Berburu rusa jalan berliku,
pohon bergoyang buruan ditoleh;
Hapuskan dosa juga salahku,
Wahai Penyayang penghamba saleh.",Agusnadi Talah,Penggemar Pantun,Agama,Doa Ramadhan,24
"Tebar kebaikan memakai cadar,
aurat terpisah tampaknya indah;
Berkahi dapat lailatul qadar,
hidup susah menjadikan mudah. ",Agusnadi Talah,Penggemar Pantun,Agama,Doa Ramadhan,24
"Terik mentari di tepi sungai, 
bertopi pandan lebar pelindung;
Melirik putri budi perangai, 
hati terkesan mekar senandung. ",Dr. Dahlena Sari Marbun,Himpunan Pantun Dr. Dahlena,Perangai,Budaya,25
"Si Buah Nona tumbuh di dahan,
banyak kelawar patuk menjamah;
Sakit yang mana hendak ditahan?
ubat penawar di tepi rumah.",CG Karmin Abbas,,Kesihatan,Panduan,25
"bentuknya bujur bak buah pinang,
di atas tanah pohonnya sasa;
Orang yang jujur hatinya tenang,
jaga amanah setiap masa. ",CG Karmin Abbas,Himpunan PAntun CG Karmin,Jujur,Sikap,25
"Lampu meredup di tengah huma,
budak membaca tak lesu-lesu;
Ikhsan hidup tuntunan agama, 
diberi tuba balaslah susu.",Agusnadi Talah,Penggemar Pantun,Agama,Nasihat,25
"Banyak jermal di merata lautan 
Bagaimana jermal di Tanjung Uma
Banyaklah amal kepadalah Tuhan 
Bagaimana amal pada sesama ",Rendra Setyadiharja,Penggemar Pantun,Agama,Pantun,22
"Jamur kancil sebakul kulat,
pucuk ranti dibagi-bagi; 
Kecil-Kecil pandai bersilat,
besar nanti disiplin tinggi. ",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Disiplin,Motivasi,25
"Sampan nelayan bawa kemumu,
berisi juga lukah dan parang;
Mesra melayan semua tetamu,
satu keluarga dipuji orang.",CG Karmin ABbas,,Layanan,Pujian,25
"Pohon kedondong di dalam semak,
semak sepinggang bawah asoka;
Si ikan dondong digulai lomak,
enak dipanggang buat berbuka.",Agusnadi Talah,Penggemar Pantun,Budaya,Kuliner,25
"Tanam matowa dekat jati,
kayu tapus dekat markisa;
Tanamkan taqwa dalam hati,
Wahai Penghapus salah pendosa.",Agusnadi Talah,Penggemar Pantun,Agama,Doa Ramadhan,24
"Rambutan duku manis rasa,
durian asri susun tertib;
Sucikan daku dari dosa,
bersihkan diri dari  aib.",Agusnadi Talah,Penggemar Pantun,Agama,Doa Ramadhan,23
"Rumah berkolong di atas air,
sejuk terasa angin berhembus;
Dengan berkelong ikan digulir,
itu karsa usaha ditebus.",Agusnadi Talah,Penggemar Pantun,Nelayan,Nasihat,25
"makan roti disapu kaya,
lebih enak bersama air kelapa
pandu cermat di jalan raya
keluarga tercinta usah dilupa",,Penggemar Pantun,,,21
"Kukira jauh mudik ke pekan 
Rupa berkelah di pinggir kota 
Kukira labuh bertanah tuan 
Rupanya singgah sekedip mata ",Rendra Setyadiharja,Penggemar Pantun,Cinta,Pantun,21
"Perdu tempinis tanahnya sembab,
bergumpal lekit enak dialin; 
akar manis sangatlah mujarab,
mencegah covid dari bersalin.",CG Karmin Abbas,Himpunan Pantun CG Karmin,Covid,Pengobatan,25
"Kopi spesifik alur Arabica,
mari dicari campuran pepermin;
Berikan taufik Al-quran kubaca,
Wahai Pemberi ketenangan Mukmin.",Agusnadi Talah,Penggemar Pantun,Agama,Doa Ramadhan,25
"Jalan berliku tuju telaga,
pohon penutup batang asoka;
Buka bagiku pintu surga,
mohon tutup pintu neraka.",Agusnadi Talah,Penggemar Pantun,Agama,Doa Ramadhan,25
"Niat hati bersampan bersauh 
Bidukkan pula tidak bertuan 
Niatlah hati jangkar kulabuh 
Angin pula berubah haluan",Rendra Setyadiharja,Penggemar Pantun,Cinta,Pantun,23
"Selinyak-linyak atap rumbia,
tidaklah sama daun kemumu;
Banyak-banyak lautan dunia,
tidaklah sama lautan ilmu.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Ilmu,Motivasi,25
"Rumput di cantas di tanah pamah
usir serangga susah dikawal
Kini terbatas beraya di rumah
Kongsi cara memeriahkan Syawal",Nurul Akma,,Syawal,4 Kerat,25
"Ramadhan bulan yang istimewa
Bulan turunnya Kitab Al Qur'an
Perintah Tuhan untuk bertakwa
Itulah tanda insan beriman ",Aslim Rafina,Penggemar Pantun,,,21
"Redup bintang dikala subuh
Subuh datang bintang tak tampak
Hidup pantang mencari musuh
Musuh datang pantang ditolak",Aslim,Penggemar Pantun,Pahlawan,Adat,21
"Janganlah lepu diinjak tuan,
di balik karang ganas bisanya ;
Jangan tertipu terang rembulan ,
sebalik terang banyak gelapnya .",Rendra Setyadiharja,Penggemar Pantun,Nasihat,Pantun,23
"Apa diharap seutas benang,
jikalau koyak baju yang lusuh;
Apa diharap air tergenang,
jikalau lopak sudahpun keruh.",Rendra Setyadiharja,Himpunan Pantun Rendra Setyadiharja,Hubungan,Muda-mudi,25
"Jalan berliku untuk bertemu,
bila ketemu beri isyarat;
Lindungi daku dengan rahmat-Mu,
demi Esa-Mu sampai Akhirat.",Agusnadi Talah,Penggemar Pantun,Agama ,Doa Ramadhan,25
"Ingati haul memang laik,
bahwa diri berakal sehat;
anugrah gaul orang baik, 
jauhkan dari orang jahat. ",Agusnadi Talah,Penggemar Pantun,Agama,Doa Ramadhan,25
"Pangkalan Brandan ke Karang Baru,
berbukit-bukau sepanjang jalan;
Faham sepadan idea pun baru,
orang terpukau menjadi bualan.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Idea baru,"Motivasi, Inspirasi",25
"Poelau Kampai ke Telok Ara,
masih asli Pulau Sembilan;
sesudah sampai rumah saudara,
tentu sekali tidak terkilan.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Persahabatan,Selamat datang,25
"Ikan arwana corak beraneka,
tempat hunian aman terjamin;
Hindarkan bencana dan petaka,
Wahai Kemuliaan kaum muslimin.",Agusnadi Talah,Penggemar Pantun,Agama,Doa Ramadhan,23
"Hutan bakau jangan diluku,
tanamkan pondoh di sebelah;
Jangan Engkau siksakan daku,
hapuskan bodoh serta salah.",Agusnadi Talah,Penggemar Pantun,Agama,Doa Ramadhan,25
"Salero kalek badan takuruang,
Sabana bedo badan bapisah.
Lah tasurek goresan untuang,
Kadukan sajo kapado Allah.",Datin Asima Hj Abd. Latiff (Dasima),Penggemar Pantun,,,23
"Daun jerami tepi telaga,
berbatu-bata sebelah lengan;
Silaturahmi makin terjaga,
Gapailah cita bergandeng tangan.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk ajar,25
"Pasang di hulu di hilir surut,
Pantai Melaka cuaca terang,
Selak bulu ternampak parut,
Tuan luka masa berperang.",Rahman Shaari,Pantun Prof. Datuk Rahman Shaari,Pengalaman pahit,Jenaka,25
"Bilah parang di bucu papan, 
mahu tala rumputan gajah;
Ada orang tahu jawapan, 
ada pula bijak berhujah.",,,,,25
"Bajak bukan sembarang bajak, 
bajak dibawa dari kuala;
Tanjak bukan sembarang tanjak, 
tanjak wibawa di kepala. ",Tarmizi Rumahitam,Tarmizi Rumahitam ,Tanjak,"Budaya, Busana",25
"Puncak Daik diselaput awan,
tumbuh cendawan bawah gaharu;
Baik-baik mencari kawan,
jangan kawan jadi seteru.",CG Karmin Abbas,Pantun CG Karmin Abbas,"Kawan, Sahabat",Nasihat,25
"Hendak menjatah jatahlah lokan,
kongsi di sumur tidak berbaki;
Selamat ultah kami ucapkan,
panjangkan umur murah rezeki.",CG Karmin Abbas,Pantun CG Karmin Abbas,Hari jadi,Ucapan,25
"Jika munajat hati maksyuk,
seri muka dengan alunan;
Ayuh dipanjat doa nan khusyuk,
harap terbuka pintu ampunan.",Agusnadi Talah,Pantun Agusnadi Talah,Doa,Pantun agama,25
"Gesekan rebab buatan Parsi,
hebat petikan gambus sebelah;
Apakah sebab kita berkongsi,
kita lakukan kerana Allah.",,,,,25
"Anak rayap di dalam tingkap,
daun jerami di telaga;
Tugas pun siap dengan lengkap,
silaturahmi pun terjaga.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk ajar,25
"Rumput melilit ikan pindah,
anak rayap di dalam tingkap;
Agar sulit menjadi mudah,
tugas pun siap dengan lengkap.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk Ajar,25
"gulai gelama ulam pengaga
kelapa muda di atas peti;
Waktu bersama elok dijaga,
waktu tiada kenang di hati.",,,,,25
"Pohon lada tumbuh sekitar,
karat besi karena rawa;
Tanya pada yang lebih pintar,
atau diskusi dengan siswa.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk Ajar,25
"Jangan patahkan batang kemangi
tapi rawatlah di kebun Tuan,
Jangan kerjakan yang disenangi,
tapi senangilah pekerjaan",Dr. Umar Zein,Klinik Pantun Nusantara,Giat Bekerja,Nasihat,25
"Karat besi karena rawa,
rumput melilit ikan pindah;
Atau diskusi dengan siswa,
agar sulit menjadi mudah",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk Ajar,25
"Kulit rukam pahit rasanya,
pohon lada tumbuh sekitar;
Kalau tak paham boleh tanya,
tanya pada yang lebih pintar.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk Ajar,24
"Lebih tegas kulit kemiri,
Kulit rukam pahit rasanya;
Kerjakan tugas yang diberi,
kalau tak paham boleh tanya.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk Ajar,24
"Buah pala keras kulitnya,
lebih tegas kulit kemiri;
Turut segala bimbingannya.
kerjakan tugas yang diberi.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk Ajar,25
"Nampak kemumu lapis empat,
buah pala keras kulitnya
Agar ilmu cepat didapat;
turut segala bimbingannya.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk Ajar,25
"Daun lipat pangkal sisinya,
nampak kemumu lapis empat;
Guru tempat kita bertanya,
agar ilmu cepat didapat.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk Ajar,25
"Buah duku buat bukaan,
Ramadhan tayang penuh asih;
Lindungi daku dengan penjagaan,
Wahai Tuhan Yang Maha Pengasih.",Agusnadi Talah,Penggemar Pantun,"Doa, Ramadhan",Agama,25
"Dipahat-pahat batang bambu,
daun lipat pangkal sisinya;
Dengar nasehat ayah ibu,
guru tempat kita bertanya.",Dr. Umar Zein,Klinik Pantun,Pendidikan,Tunjuk Ajar,25
"Buah rambutan tiada bergetah,
manis mengukir nikmat terukur;
Beri kekuatan jalankan perintah,
lezat berzikir untuk bersyukur.",Agusnadi Talah,Penggemar Pantun,"Doa, Ramadhan",Agama,23
"Ilmu ketahuan memberi ajaran,
jangan cemooh membuat lesu;
Karunia pengetahuan dan kesadaran,
jauhkan dari bodoh dan palsu.
",Agusnadi Talah,Penggemar Pantun,"Doa, Ramadhan",Agama,19
"Atas papan duduk menjerumat,
sulaman malai buatnya taulan;
Bulan Ramadhan penuh keramat
Usah lalai banyakkan amalan
",Pasidah Rahmat,Penggemar Pantun,Ramadhan,Pantun,25
"Hidang kudapan bercecah santan,
ambil susunkan bekasnya tampin;
Dengan ucapan tulus ingatan,
mohon maafkan zahir dan bathin.",Trio Bimbang,Pantun Trio Bimbang,Hari Raya,"Sambutan, Hari Raya, Adilfitri",25
"Juragan kikir melurus palas, 
pasang pelita sangkut di dahan;
Segan berzikir tadarus malas, 
marilah kita dengar syarahan.",Anie Din,Bonda Anie Din,"Zikir, syarahan, tadarus",Pantun nasihat,25
"Sehelai sarung warisan bangsa,
memang selesa dipakai teman;
Sabar harung dugaan puasa,
sepanjang masa perkuat iman.",CG Karmin Abbas,Pantun CG Karmin Abbas,"Puasa, ramadhan,ramadan",Pantun agama.,25
"Pohonan timba semakin langka,
tepi telaga tuan tanamkan;
Hampir tiba waktu berbuka,
wirid juga tuan panjangkan.",CG Karmin Abbas,Pantun CG Karmin Abbas,"Puasa, ramadhan,ramadan",Pantun agama,25
"Suasa ditata tenaga sakti,
ampuh sepadan mentera rupa;
Puasa pinta puasa sejati,
bangunkan badan tidak lupa.",Agusnadi Talah,Penggemar Pantun,Doa,Agama,23
"Walau bertindan bakau sedepa,
tetaplah hamba mencari kilah;
Bangunkan badan usahlah lupa, 
ampuni hamba segala salah.",Agusnadi Talah,Penggemar Pantun,Mohon ampun,Pantun agama,25
"Mengharum pandan hirisan hamba,
atas sejadah di dalam laci;
Berkah Ramadhan segera tiba,
khusyuk ibadah di bulan suci",Alim Rafina,Alim Rafina,"Ibadah, Ramadhan",Pantun agama,25
"Hiasan pandan di dalam timba,
rekat juadah bertudung saji;
Bulan Ramadhan pahala berlaba,
Tingkatkan ibadah di bulan suci.",Aslim Rafina,Penggemar Pantun,Ramadhan,Pantun nasehat,24
"Mendaki jalan ke Payakumbuh,
berhenti rehat kelok sembilan;
Bagaikan bulan menyinar lebuh,
pantun terlihat berbentuk culan.",Dr. Umar Zein,Pantun Kelok,Kearifan Lokal,Alam,25
"Memandang dari puncak Ni Telong, 
kaki berjalan rumpun dikerat;
Saling memberi tolong menolong,
baik amalan bekal akhirat.",Dr. Umar Zein,Pantun Kelok,Kearifan Lokal,Alam,25
"Rambutan rentang manis lekat,
mari munajat hati rasuk;
Ramadhan datang penuh berkat,
doa dipanjat dengan khusuk.",Agusnadi Talah,Penggemar Pantun,Doa,Agama,25
"Coraknya lembut warna sepadan,
indah ditonton daun dan dahan;
Sempena menyambut awal Ramadhan,
maaf dipohon atas kesalahan.",CG Karmin Abbas,Penggemar Pantun,Ramadhan,Pantun 4 KErat,24
"Sunggguhlah gemah Pulau Sentosa,
merimbun kantan tepi perigi;
Mensyukuri hikmah perisai perkasa,         
protokol kesehatan kita patuhi.",Prof. Pujiati,Pantun Prof. Pujiati,Bersyukur,Pantun 4 Kerat,24
"Jikalau tebal seratnya nangka,
elok dididih usah tercegat;
Musibah global tidak disangka,                 
dirundung sedih warga sejagat.
",Prof. Pujiati,Pantun Prof Pujiati,Musibah,Pantun 4 Kerat,25
"Hidang Susu Nimpan Tembaga,
susu nikmat roti srikaya;
Bukan UISU sembarang Lembaga,
UISU berkhidmat julang budaya.
",Rektor Yanhar Jamaluddin,Himpunan Pantun RYJ,Pendidikan,Pantun 4 Kerat,25
"Benderang skali bulan bersinar,
beradab santun di malam nanti;
Senang sekali ikut webinar,
Webinar pantun senangkan hati.
",Sam Mukhtar Chaniago,Himpunan Pantun SMC,"Webinar, pendidikan, ilmu",Pantun 4 Kerat,25
"Incim kebaya pakaian wanita,
cukin di luar pakaian lelaki;
Busana budaya bagai permata,
kenalin biar bisa dilestari.",Dr. Tuti T. Adi,Himpunan Pantun Dr. Tuti T. Adi,"Budaya, busana",Pantun 4 Kerat,25
"Kalau ditata diolah dusun,
dapat ditingkah setaman mawar;
Kalaulah harta adalah racun,
Zakat sedekah jadi penawar.",Dr. Umar Zein,Klinik Pantun Nusantara,Agama,Nasihat,25
"Ambil duren buat jamu
Beli mangga di pasar pagi
Udah lama kagak ketemu
Malem ini ane gabung lagi",,,,,18
"Hape simen buat pak erte,
Batu lemah di cas jam tuju.
Ane demen ma pendpat ente,
Klo begtu mah ane setuju.",Orang Betawi,Pantun Betawi,Sehati,Pantun Betawi 4 Kerat,25
"Lambat budak memahat pahat,
kesantuk batu liang lahat;
Katakan tidak lemak jahat,
hidup bermutu  jika sehat.
",Rohani,Pantun Rohani,Kesihatan,Pantun 4 Kerat,25
"Berligat sengit si walang sangit,
mencelah-celah si burung nuri;
Ingatlah langit di atas langit,
maka janganlah menyombong diri.
",Sinta Resti,Pantun Sinta Resti,Rendah diri,Pantun 4 Kerat,25
"mari ke lumbung letak padi,
bekal makanan lama kini;
ASI melambung zat antibodi,
sangat berkenan di zaman ini.",Trio Bimbang,Dr. Agusnadi Talah,Perubatan,Pantun 4 Kerat,25
"Seluar batik paras lutut,
Jahe merah dibuat jamu
Dulu cantik sekarang gendut,
hati pasrah tak rinduimu
",Reni Darmita,Pantun peribadi,Gurauan,Pantun 4 Kerat,23
